result_id,student_id,course_id,teacher_id,marks_obtained,total_marks,percentage,grade,status,semester,exam_type,remarks,created_at
R0016312,S000969,C00057,T00236,45.0,100.0,45.0,F,Fail,4,Mid,Needs Improvement,2026-08-08 12:43:09.090
R0016313,S001043,C00062,T00147,58.0,100.0,58.0,D,Pass,5,Assignment,Needs Improvement,2026-08-08 12:43:09.090
R0016314,S000373,C00052,T00235,64.0,100.0,64.0,C,Pass,8,Final,Needs Improvement,2026-08-08 12:43:09.090
R0016315,S000888,C00144,T00133,27.0,50.0,54.0,D,Pass,7,Quiz,Excellent,2026-08-08 12:43:09.090
R0016316,S000944,C00012,T00094,46.0,50.0,92.0,A+,Pass,1,Quiz,Excellent,2026-08-08 12:43:09.090
R0016317,S001118,C00006,T00241,57.0,100.0,57.0,D,Pass,5,Mid,Excellent,2026-08-08 12:43:09.090
R0016318,S000720,C00004,T00237,62.0,100.0,62.0,C,Pass,2,Final,Excellent,2026-08-08 12:43:09.090
R0016319,S000041,C00058,T00187,17.0,30.0,56.67,D,Pass,4,Assignment,Excellent,2026-08-08 12:43:09.090
R0016320,S000121,C00053,T00070,24.0,30.0,80.0,B+,Pass,3,Final,,2026-08-08 12:43:09.090
R0016321,S001440,C00010,T00168,13.0,50.0,26.0,F,Fail,3,Mid,Needs Improvement,2026-08-08 12:43:09.090
R0016322,S000207,C00130,T00218,22.0,50.0,44.0,F,Fail,8,Final,,2026-08-08 12:43:09.090
R0016323,S000633,C00125,T00073,24.0,30.0,80.0,B+,Pass,2,Assignment,,2026-08-08 12:43:09.090
R0016324,S000611,C00113,T00220,28.0,50.0,56.0,D,Pass,1,Final,Excellent,2026-08-08 12:43:09.090
R0016325,S001057,C00058,T00187,12.0,50.0,24.0,F,Fail,4,Final,Needs Improvement,2026-08-08 12:43:09.090
R0016326,S000990,C00136,T00274,11.0,20.0,55.0,D,Pass,7,Assignment,Needs Improvement,2026-08-08 12:43:09.090
R0016327,S000841,C00005,T00214,13.0,20.0,65.0,C,Pass,8,Quiz,Excellent,2026-08-08 12:43:09.090
R0016328,S001388,C00023,T00224,8.0,20.0,40.0,F,Fail,8,Quiz,Average Performance,2026-08-08 12:43:09.090
R0016329,S001663,C00069,T00017,20.0,30.0,66.67,C,Pass,1,Assignment,Excellent,2026-08-08 12:43:09.090
R0016330,S001222,C00033,T00139,57.0,100.0,57.0,D,Pass,8,Assignment,Needs Improvement,2026-08-08 12:43:09.090
R0016331,S001302,C00060,T00075,87.0,100.0,87.0,A,Pass,1,Final,Excellent,2026-08-08 12:43:09.090
R0016332,S001040,C00065,T00244,16.0,20.0,80.0,B+,Pass,3,Assignment,Excellent,2026-08-08 12:43:09.090
R0016333,S001717,C00047,T00154,43.0,50.0,86.0,A,Pass,3,Quiz,Average Performance,2026-08-08 12:43:09.090
R0016334,S001990,C00051,T00175,38.0,50.0,76.0,B,Pass,1,Mid,Excellent,2026-08-08 12:43:09.090
R0016335,S001722,C00075,T00234,16.0,30.0,53.33,D,Pass,5,Mid,Needs Improvement,2026-08-08 12:43:09.090
R0016336,S001359,C00027,T00286,100.0,100.0,100.0,A+,Pass,2,Assignment,,2026-08-08 12:43:09.090
R0016337,S001712,C00069,T00017,29.0,30.0,96.67,A+,Pass,1,Quiz,Excellent,2026-08-08 12:43:09.090
R0016338,S001552,C00023,T00224,29.0,50.0,58.0,D,Pass,8,Quiz,Needs Improvement,2026-08-08 12:43:09.090
R0016339,S001813,C00067,T00290,10.0,30.0,33.33,F,Fail,8,Final,Average Performance,2026-08-08 12:43:09.090
R0016340,S001333,C00110,T00249,15.0,30.0,50.0,D,Pass,3,Assignment,Excellent,2026-08-08 12:43:09.090
R0016341,S000680,C00096,T00167,28.0,30.0,93.33,A+,Pass,5,Quiz,Average Performance,2026-08-08 12:43:09.090
R0016342,S001610,C00009,T00037,27.0,30.0,90.0,A+,Pass,7,Assignment,,2026-08-08 12:43:09.090
R0016343,S000481,C00126,T00007,10.0,20.0,50.0,D,Pass,6,Quiz,Average Performance,2026-08-08 12:43:09.090
R0016344,S001651,C00122,T00216,27.0,30.0,90.0,A+,Pass,6,Quiz,Excellent,2026-08-08 12:43:09.090
R0016345,S001966,C00091,T00201,43.0,50.0,86.0,A,Pass,5,Mid,Needs Improvement,2026-08-08 12:43:09.090
R0016346,S000706,C00102,T00160,14.0,30.0,46.67,F,Fail,5,Quiz,,2026-08-08 12:43:09.090
R0016347,S000731,C00117,T00041,60.0,100.0,60.0,C,Pass,1,Final,,2026-08-08 12:43:09.090
R0016348,S000733,C00013,T00291,51.0,100.0,51.0,D,Pass,6,Final,Needs Improvement,2026-08-08 12:43:09.090
R0016349,S000962,C00096,T00167,15.0,30.0,50.0,D,Pass,5,Quiz,Needs Improvement,2026-08-08 12:43:09.090
R0016350,S001562,C00005,T00214,30.0,30.0,100.0,A+,Pass,8,Mid,Needs Improvement,2026-08-08 12:43:09.090
R0016351,S000281,C00064,T00273,71.0,100.0,71.0,C+,Pass,6,Quiz,Average Performance,2026-08-08 12:43:09.090
R0016352,S001499,C00125,T00073,49.0,100.0,49.0,F,Fail,2,Assignment,Excellent,2026-08-08 12:43:09.090
R0016353,S000355,C00127,T00246,6.0,20.0,30.0,F,Fail,1,Final,Excellent,2026-08-08 12:43:09.090
R0016354,S000651,C00087,T00108,19.0,50.0,38.0,F,Fail,4,Assignment,Needs Improvement,2026-08-08 12:43:09.090
R0016355,S001644,C00011,T00133,37.0,50.0,74.0,C+,Pass,5,Assignment,,2026-08-08 12:43:09.090
R0016356,S001424,C00100,T00170,28.0,50.0,56.0,D,Pass,6,Mid,Excellent,2026-08-08 12:43:09.090
R0016357,S001138,C00135,T00280,83.0,100.0,83.0,B+,Pass,1,Final,Excellent,2026-08-08 12:43:09.091
R0016358,S001617,C00150,T00001,54.0,100.0,54.0,D,Pass,1,Final,Needs Improvement,2026-08-08 12:43:09.091
R0016359,S001637,C00023,T00224,12.0,30.0,40.0,F,Fail,8,Final,Needs Improvement,2026-08-08 12:43:09.091
R0016360,S000257,C00141,T00199,68.0,100.0,68.0,C,Pass,2,Final,Average Performance,2026-08-08 12:43:09.091
R0016361,S000133,C00065,T00244,82.0,100.0,82.0,B+,Pass,3,Quiz,Needs Improvement,2026-08-08 12:43:09.091
R0016362,S001792,C00050,T00025,14.0,20.0,70.0,C+,Pass,5,Quiz,Needs Improvement,2026-08-08 12:43:09.091
R0016363,S001152,C00100,T00170,13.0,20.0,65.0,C,Pass,6,Final,,2026-08-08 12:43:09.091
R0016364,S001889,C00119,T00150,70.0,100.0,70.0,C+,Pass,8,Mid,,2026-08-08 12:43:09.091
R0016365,S000809,C00142,T00030,63.0,100.0,63.0,C,Pass,3,Mid,Average Performance,2026-08-08 12:43:09.091
R0016366,S001669,C00113,T00220,17.0,20.0,85.0,A,Pass,1,Final,Needs Improvement,2026-08-08 12:43:09.091
R0016367,S001054,C00126,T00007,18.0,20.0,90.0,A+,Pass,6,Quiz,Average Performance,2026-08-08 12:43:09.091
R0016368,S001147,C00033,T00139,17.0,20.0,85.0,A,Pass,8,Final,Average Performance,2026-08-08 12:43:09.091
R0016369,S000203,C00109,T00065,16.0,50.0,32.0,F,Fail,5,Quiz,Excellent,2026-08-08 12:43:09.091
R0016370,S000801,C00043,T00121,23.0,30.0,76.67,B,Pass,4,Quiz,,2026-08-08 12:43:09.091
R0016371,S000077,C00104,T00041,26.0,50.0,52.0,D,Pass,1,Assignment,,2026-08-08 12:43:09.091
R0016372,S001722,C00008,T00063,66.0,100.0,66.0,C,Pass,5,Quiz,Excellent,2026-08-08 12:43:09.091
R0016373,S001986,C00106,T00128,7.0,20.0,35.0,F,Fail,2,Quiz,,2026-08-08 12:43:09.091
R0016374,S001200,C00051,T00175,38.0,50.0,76.0,B,Pass,1,Final,Excellent,2026-08-08 12:43:09.091
R0016375,S001361,C00131,T00111,48.0,50.0,96.0,A+,Pass,5,Assignment,Average Performance,2026-08-08 12:43:09.091
R0016376,S000848,C00091,T00201,13.0,30.0,43.33,F,Fail,5,Final,Average Performance,2026-08-08 12:43:09.091
R0016377,S001684,C00032,T00030,25.0,50.0,50.0,D,Pass,8,Mid,,2026-08-08 12:43:09.091
R0016378,S000773,C00048,T00148,16.0,20.0,80.0,B+,Pass,3,Mid,Average Performance,2026-08-08 12:43:09.091
R0016379,S001052,C00075,T00234,62.0,100.0,62.0,C,Pass,5,Final,Excellent,2026-08-08 12:43:09.091
R0016380,S000410,C00148,T00199,69.0,100.0,69.0,C,Pass,4,Quiz,,2026-08-08 12:43:09.091
R0016381,S001091,C00027,T00286,5.0,20.0,25.0,F,Fail,2,Mid,Average Performance,2026-08-08 12:43:09.091
R0016382,S000482,C00020,T00034,14.0,20.0,70.0,C+,Pass,4,Quiz,Needs Improvement,2026-08-08 12:43:09.091
R0016383,S000663,C00124,T00105,65.0,100.0,65.0,C,Pass,3,Mid,Excellent,2026-08-08 12:43:09.091
R0016384,S000401,C00092,T00062,14.0,50.0,28.0,F,Fail,2,Quiz,Excellent,2026-08-08 12:43:09.091
R0016385,S000387,C00076,T00019,41.0,50.0,82.0,B+,Pass,5,Assignment,Needs Improvement,2026-08-08 12:43:09.091
R0016386,S001777,C00033,T00139,27.0,50.0,54.0,D,Pass,8,Quiz,Needs Improvement,2026-08-08 12:43:09.091
R0016387,S000203,C00090,T00240,93.0,100.0,93.0,A+,Pass,5,Mid,Needs Improvement,2026-08-08 12:43:09.091
R0016388,S000825,C00085,T00080,8.0,20.0,40.0,F,Fail,6,Final,,2026-08-08 12:43:09.091
R0016389,S000545,C00055,T00228,17.0,30.0,56.67,D,Pass,6,Quiz,,2026-08-08 12:43:09.091
R0016390,S000458,C00034,T00188,14.0,20.0,70.0,C+,Pass,2,Assignment,Average Performance,2026-08-08 12:43:09.091
R0016391,S000587,C00038,T00086,86.0,100.0,86.0,A,Pass,7,Final,Needs Improvement,2026-08-08 12:43:09.091
R0016392,S001458,C00041,T00036,46.0,100.0,46.0,F,Fail,3,Assignment,Average Performance,2026-08-08 12:43:09.091
R0016393,S000028,C00020,T00034,63.0,100.0,63.0,C,Pass,4,Quiz,,2026-08-08 12:43:09.091
R0016394,S001646,C00007,T00014,22.0,50.0,44.0,F,Fail,8,Assignment,Excellent,2026-08-08 12:43:09.091
R0016395,S000525,C00016,T00158,43.0,50.0,86.0,A,Pass,1,Final,Excellent,2026-08-08 12:43:09.091
R0016396,S000128,C00030,T00118,97.0,100.0,97.0,A+,Pass,6,Final,Excellent,2026-08-08 12:43:09.091
R0016397,S001489,C00010,T00168,29.0,100.0,29.0,F,Fail,3,Assignment,Average Performance,2026-08-08 12:43:09.091
R0016398,S001814,C00084,T00069,5.0,20.0,25.0,F,Fail,5,Quiz,Excellent,2026-08-08 12:43:09.091
R0016399,S001440,C00149,T00110,35.0,50.0,70.0,C+,Pass,3,Assignment,Average Performance,2026-08-08 12:43:09.091
R0016400,S001158,C00017,T00048,95.0,100.0,95.0,A+,Pass,2,Quiz,,2026-08-08 12:43:09.091
R0016401,S001600,C00036,T00160,13.0,20.0,65.0,C,Pass,6,Mid,,2026-08-08 12:43:09.091
R0016402,S001574,C00015,T00109,49.0,50.0,98.0,A+,Pass,4,Quiz,Average Performance,2026-08-08 12:43:09.091
R0016403,S001457,C00095,T00291,7.0,20.0,35.0,F,Fail,3,Final,Excellent,2026-08-08 12:43:09.091
R0016404,S001094,C00052,T00235,33.0,50.0,66.0,C,Pass,8,Assignment,,2026-08-08 12:43:09.091
R0016405,S000783,C00116,T00080,14.0,30.0,46.67,F,Fail,6,Assignment,Needs Improvement,2026-08-08 12:43:09.091
R0016406,S000794,C00116,T00080,8.0,20.0,40.0,F,Fail,6,Mid,,2026-08-08 12:43:09.091
R0016407,S001080,C00041,T00036,18.0,20.0,90.0,A+,Pass,3,Quiz,Excellent,2026-08-08 12:43:09.091
R0016408,S000486,C00137,T00280,72.0,100.0,72.0,C+,Pass,5,Mid,Excellent,2026-08-08 12:43:09.091
R0016409,S000368,C00073,T00061,15.0,20.0,75.0,B,Pass,3,Assignment,Excellent,2026-08-08 12:43:09.091
R0016410,S001748,C00111,T00184,12.0,20.0,60.0,C,Pass,2,Mid,,2026-08-08 12:43:09.091
R0016411,S001550,C00063,T00010,33.0,50.0,66.0,C,Pass,2,Assignment,Excellent,2026-08-08 12:43:09.091
R0016412,S001254,C00140,T00187,30.0,30.0,100.0,A+,Pass,4,Final,Average Performance,2026-08-08 12:43:09.091
R0016413,S001617,C00012,T00094,32.0,50.0,64.0,C,Pass,1,Mid,,2026-08-08 12:43:09.091
R0016414,S001551,C00112,T00084,17.0,20.0,85.0,A,Pass,4,Assignment,Average Performance,2026-08-08 12:43:09.091
R0016415,S000298,C00028,T00230,12.0,20.0,60.0,C,Pass,4,Mid,,2026-08-08 12:43:09.091
R0016416,S001066,C00020,T00034,9.0,20.0,45.0,F,Fail,4,Final,,2026-08-08 12:43:09.091
R0016417,S000046,C00149,T00110,15.0,50.0,30.0,F,Fail,3,Assignment,Needs Improvement,2026-08-08 12:43:09.091
R0016418,S001572,C00073,T00061,16.0,20.0,80.0,B+,Pass,3,Assignment,Needs Improvement,2026-08-08 12:43:09.091
R0016419,S001841,C00060,T00075,21.0,50.0,42.0,F,Fail,1,Final,Needs Improvement,2026-08-08 12:43:09.091
R0016420,S000243,C00038,T00086,25.0,30.0,83.33,B+,Pass,7,Mid,Excellent,2026-08-08 12:43:09.091
R0016421,S001790,C00011,T00133,17.0,50.0,34.0,F,Fail,5,Quiz,Needs Improvement,2026-08-08 12:43:09.091
R0016422,S001409,C00061,T00213,18.0,50.0,36.0,F,Fail,5,Assignment,,2026-08-08 12:43:09.091
R0016423,S001149,C00063,T00010,21.0,30.0,70.0,C+,Pass,2,Quiz,Average Performance,2026-08-08 12:43:09.091
R0016424,S000512,C00126,T00007,35.0,50.0,70.0,C+,Pass,6,Quiz,Needs Improvement,2026-08-08 12:43:09.091
R0016425,S001519,C00033,T00139,24.0,30.0,80.0,B+,Pass,8,Quiz,Average Performance,2026-08-08 12:43:09.091
R0016426,S000665,C00125,T00073,44.0,50.0,88.0,A,Pass,2,Mid,Excellent,2026-08-08 12:43:09.091
R0016427,S001857,C00116,T00080,19.0,30.0,63.33,C,Pass,6,Assignment,Average Performance,2026-08-08 12:43:09.091
R0016428,S000926,C00081,T00078,8.0,20.0,40.0,F,Fail,7,Assignment,Average Performance,2026-08-08 12:43:09.091
R0016429,S001871,C00133,T00103,19.0,30.0,63.33,C,Pass,2,Final,Average Performance,2026-08-08 12:43:09.092
R0016430,S000143,C00084,T00069,21.0,50.0,42.0,F,Fail,5,Quiz,Excellent,2026-08-08 12:43:09.092
R0016431,S000482,C00088,T00202,24.0,30.0,80.0,B+,Pass,4,Assignment,,2026-08-08 12:43:09.092
R0016432,S000821,C00125,T00073,13.0,20.0,65.0,C,Pass,2,Final,Excellent,2026-08-08 12:43:09.092
R0016433,S001918,C00071,T00233,88.0,100.0,88.0,A,Pass,6,Quiz,Average Performance,2026-08-08 12:43:09.092
R0016434,S001704,C00012,T00094,40.0,50.0,80.0,B+,Pass,1,Quiz,Needs Improvement,2026-08-08 12:43:09.092
R0016435,S001215,C00079,T00251,100.0,100.0,100.0,A+,Pass,4,Mid,,2026-08-08 12:43:09.092
R0016436,S000774,C00144,T00133,24.0,50.0,48.0,F,Fail,7,Final,Needs Improvement,2026-08-08 12:43:09.092
R0016437,S000819,C00058,T00187,40.0,50.0,80.0,B+,Pass,4,Assignment,,2026-08-08 12:43:09.092
R0016438,S000884,C00045,T00172,65.0,100.0,65.0,C,Pass,2,Final,Average Performance,2026-08-08 12:43:09.092
R0016439,S000109,C00111,T00184,21.0,50.0,42.0,F,Fail,2,Final,Excellent,2026-08-08 12:43:09.092
R0016440,S001587,C00104,T00041,91.0,100.0,91.0,A+,Pass,1,Final,Needs Improvement,2026-08-08 12:43:09.092
R0016441,S000876,C00076,T00019,17.0,30.0,56.67,D,Pass,5,Quiz,Needs Improvement,2026-08-08 12:43:09.092
R0016442,S001836,C00148,T00199,43.0,50.0,86.0,A,Pass,4,Quiz,Average Performance,2026-08-08 12:43:09.092
R0016443,S000719,C00148,T00199,8.0,30.0,26.67,F,Fail,4,Mid,Average Performance,2026-08-08 12:43:09.092
R0016444,S000281,C00036,T00160,28.0,50.0,56.0,D,Pass,6,Mid,Needs Improvement,2026-08-08 12:43:09.092
R0016445,S000937,C00034,T00188,20.0,20.0,100.0,A+,Pass,2,Mid,Average Performance,2026-08-08 12:43:09.092
R0016446,S000497,C00148,T00199,15.0,30.0,50.0,D,Pass,4,Mid,,2026-08-08 12:43:09.092
R0016447,S000004,C00075,T00234,24.0,30.0,80.0,B+,Pass,5,Assignment,,2026-08-08 12:43:09.092
R0016448,S000743,C00008,T00063,56.0,100.0,56.0,D,Pass,5,Assignment,Excellent,2026-08-08 12:43:09.092
R0016449,S000517,C00029,T00115,24.0,30.0,80.0,B+,Pass,6,Assignment,Excellent,2026-08-08 12:43:09.092
R0016450,S001501,C00077,T00274,26.0,30.0,86.67,A,Pass,1,Assignment,Needs Improvement,2026-08-08 12:43:09.092
R0016451,S000811,C00142,T00030,93.0,100.0,93.0,A+,Pass,3,Quiz,,2026-08-08 12:43:09.092
R0016452,S001485,C00030,T00118,60.0,100.0,60.0,C,Pass,6,Quiz,Needs Improvement,2026-08-08 12:43:09.092
R0016453,S000588,C00031,T00063,9.0,20.0,45.0,F,Fail,7,Assignment,Average Performance,2026-08-08 12:43:09.092
R0016454,S000924,C00102,T00160,7.0,30.0,23.33,F,Fail,5,Mid,Average Performance,2026-08-08 12:43:09.092
R0016455,S000263,C00100,T00170,62.0,100.0,62.0,C,Pass,6,Mid,,2026-08-08 12:43:09.092
R0016456,S000089,C00105,T00093,15.0,30.0,50.0,D,Pass,8,Quiz,,2026-08-08 12:43:09.092
R0016457,S001609,C00036,T00160,22.0,30.0,73.33,C+,Pass,6,Final,Excellent,2026-08-08 12:43:09.092
R0016458,S000359,C00121,T00276,17.0,30.0,56.67,D,Pass,8,Assignment,,2026-08-08 12:43:09.092
R0016459,S000394,C00140,T00187,59.0,100.0,59.0,D,Pass,4,Mid,Average Performance,2026-08-08 12:43:09.092
R0016460,S001527,C00117,T00041,14.0,20.0,70.0,C+,Pass,1,Mid,Excellent,2026-08-08 12:43:09.092
R0016461,S001828,C00097,T00191,50.0,100.0,50.0,D,Pass,4,Final,Needs Improvement,2026-08-08 12:43:09.092
R0016462,S000560,C00085,T00080,30.0,100.0,30.0,F,Fail,6,Quiz,,2026-08-08 12:43:09.092
R0016463,S001840,C00080,T00062,91.0,100.0,91.0,A+,Pass,7,Mid,Excellent,2026-08-08 12:43:09.092
R0016464,S001278,C00069,T00017,37.0,50.0,74.0,C+,Pass,1,Final,Average Performance,2026-08-08 12:43:09.092
R0016465,S000334,C00097,T00191,18.0,20.0,90.0,A+,Pass,4,Quiz,Average Performance,2026-08-08 12:43:09.092
R0016466,S001400,C00090,T00240,85.0,100.0,85.0,A,Pass,5,Mid,Excellent,2026-08-08 12:43:09.092
R0016467,S000814,C00031,T00063,20.0,20.0,100.0,A+,Pass,7,Final,,2026-08-08 12:43:09.092
R0016468,S000522,C00039,T00020,16.0,30.0,53.33,D,Pass,3,Assignment,Excellent,2026-08-08 12:43:09.092
R0016469,S000945,C00021,T00115,76.0,100.0,76.0,B,Pass,5,Quiz,,2026-08-08 12:43:09.092
R0016470,S001012,C00024,T00043,24.0,50.0,48.0,F,Fail,7,Quiz,,2026-08-08 12:43:09.092
R0016471,S001868,C00027,T00286,18.0,20.0,90.0,A+,Pass,2,Quiz,Needs Improvement,2026-08-08 12:43:09.092
R0016472,S000484,C00116,T00080,13.0,20.0,65.0,C,Pass,6,Quiz,,2026-08-08 12:43:09.092
R0016473,S000888,C00049,T00076,29.0,30.0,96.67,A+,Pass,7,Assignment,Needs Improvement,2026-08-08 12:43:09.092
R0016474,S001726,C00092,T00062,30.0,30.0,100.0,A+,Pass,2,Final,,2026-08-08 12:43:09.092
R0016475,S001575,C00011,T00133,48.0,100.0,48.0,F,Fail,5,Mid,Excellent,2026-08-08 12:43:09.092
R0016476,S000307,C00064,T00273,12.0,20.0,60.0,C,Pass,6,Final,,2026-08-08 12:43:09.092
R0016477,S000713,C00070,T00191,19.0,20.0,95.0,A+,Pass,7,Final,Needs Improvement,2026-08-08 12:43:09.092
R0016478,S001424,C00116,T00080,17.0,20.0,85.0,A,Pass,6,Assignment,,2026-08-08 12:43:09.092
R0016479,S000711,C00092,T00062,100.0,100.0,100.0,A+,Pass,2,Final,Excellent,2026-08-08 12:43:09.092
R0016480,S001080,C00053,T00070,21.0,30.0,70.0,C+,Pass,3,Mid,,2026-08-08 12:43:09.092
R0016481,S001626,C00026,T00216,91.0,100.0,91.0,A+,Pass,7,Mid,Needs Improvement,2026-08-08 12:43:09.092
R0016482,S001797,C00082,T00100,6.0,20.0,30.0,F,Fail,6,Mid,,2026-08-08 12:43:09.092
R0016483,S001524,C00111,T00184,18.0,30.0,60.0,C,Pass,2,Mid,Excellent,2026-08-08 12:43:09.092
R0016484,S001313,C00130,T00218,43.0,50.0,86.0,A,Pass,8,Final,,2026-08-08 12:43:09.092
R0016485,S001122,C00089,T00208,9.0,30.0,30.0,F,Fail,4,Quiz,Average Performance,2026-08-08 12:43:09.092
R0016486,S001559,C00084,T00069,16.0,30.0,53.33,D,Pass,5,Mid,Needs Improvement,2026-08-08 12:43:09.092
R0016487,S000663,C00074,T00234,18.0,50.0,36.0,F,Fail,3,Assignment,,2026-08-08 12:43:09.092
R0016488,S000312,C00014,T00219,15.0,20.0,75.0,B,Pass,3,Final,Needs Improvement,2026-08-08 12:43:09.092
R0016489,S000330,C00063,T00010,25.0,50.0,50.0,D,Pass,2,Assignment,,2026-08-08 12:43:09.092
R0016490,S001802,C00003,T00220,9.0,30.0,30.0,F,Fail,8,Assignment,Needs Improvement,2026-08-08 12:43:09.092
R0016491,S000116,C00019,T00128,19.0,20.0,95.0,A+,Pass,6,Final,,2026-08-08 12:43:09.092
R0016492,S001402,C00078,T00073,32.0,50.0,64.0,C,Pass,6,Quiz,Excellent,2026-08-08 12:43:09.092
R0016493,S001370,C00142,T00030,81.0,100.0,81.0,B+,Pass,3,Final,Average Performance,2026-08-08 12:43:09.092
R0016494,S000708,C00056,T00017,8.0,30.0,26.67,F,Fail,8,Assignment,,2026-08-08 12:43:09.092
R0016495,S001277,C00087,T00108,27.0,100.0,27.0,F,Fail,4,Quiz,,2026-08-08 12:43:09.092
R0016496,S001664,C00013,T00291,24.0,30.0,80.0,B+,Pass,6,Quiz,Excellent,2026-08-08 12:43:09.092
R0016497,S001041,C00023,T00224,14.0,20.0,70.0,C+,Pass,8,Final,Needs Improvement,2026-08-08 12:43:09.092
R0016498,S000854,C00119,T00150,53.0,100.0,53.0,D,Pass,8,Mid,Needs Improvement,2026-08-08 12:43:09.092
R0016499,S001103,C00091,T00201,14.0,30.0,46.67,F,Fail,5,Mid,Average Performance,2026-08-08 12:43:09.092
R0016500,S000308,C00070,T00191,25.0,100.0,25.0,F,Fail,7,Assignment,Average Performance,2026-08-08 12:43:09.092
R0016501,S000102,C00057,T00236,13.0,50.0,26.0,F,Fail,4,Mid,,2026-08-08 12:43:09.093
R0016502,S000973,C00048,T00148,14.0,20.0,70.0,C+,Pass,3,Final,Needs Improvement,2026-08-08 12:43:09.093
R0016503,S001988,C00149,T00110,14.0,30.0,46.67,F,Fail,3,Final,Needs Improvement,2026-08-08 12:43:09.093
R0016504,S000206,C00112,T00084,10.0,30.0,33.33,F,Fail,4,Assignment,,2026-08-08 12:43:09.093
R0016505,S001807,C00011,T00133,20.0,20.0,100.0,A+,Pass,5,Final,Needs Improvement,2026-08-08 12:43:09.093
R0016506,S001404,C00025,T00004,22.0,50.0,44.0,F,Fail,6,Mid,Excellent,2026-08-08 12:43:09.093
R0016507,S000079,C00012,T00094,38.0,50.0,76.0,B,Pass,1,Assignment,,2026-08-08 12:43:09.093
R0016508,S001580,C00067,T00290,11.0,20.0,55.0,D,Pass,8,Quiz,Needs Improvement,2026-08-08 12:43:09.093
R0016509,S001479,C00105,T00093,36.0,50.0,72.0,C+,Pass,8,Quiz,Average Performance,2026-08-08 12:43:09.093
R0016510,S000663,C00065,T00244,7.0,20.0,35.0,F,Fail,3,Final,Excellent,2026-08-08 12:43:09.093
R0016511,S000240,C00128,T00197,61.0,100.0,61.0,C,Pass,6,Quiz,,2026-08-08 12:43:09.093
R0016512,S000772,C00040,T00240,13.0,30.0,43.33,F,Fail,8,Assignment,Excellent,2026-08-08 12:43:09.093
R0016513,S001050,C00076,T00019,28.0,50.0,56.0,D,Pass,5,Quiz,Excellent,2026-08-08 12:43:09.093
R0016514,S001942,C00047,T00154,15.0,20.0,75.0,B,Pass,3,Assignment,Needs Improvement,2026-08-08 12:43:09.093
R0016515,S000414,C00028,T00230,14.0,20.0,70.0,C+,Pass,4,Quiz,Needs Improvement,2026-08-08 12:43:09.093
R0016516,S000408,C00038,T00086,53.0,100.0,53.0,D,Pass,7,Assignment,Excellent,2026-08-08 12:43:09.093
R0016517,S000658,C00047,T00154,9.0,20.0,45.0,F,Fail,3,Mid,Needs Improvement,2026-08-08 12:43:09.093
R0016518,S000444,C00098,T00297,93.0,100.0,93.0,A+,Pass,7,Mid,,2026-08-08 12:43:09.093
R0016519,S000600,C00059,T00300,26.0,100.0,26.0,F,Fail,8,Final,Average Performance,2026-08-08 12:43:09.093
R0016520,S001879,C00014,T00219,32.0,50.0,64.0,C,Pass,3,Assignment,Average Performance,2026-08-08 12:43:09.093
R0016521,S001579,C00066,T00044,27.0,30.0,90.0,A+,Pass,4,Mid,Average Performance,2026-08-08 12:43:09.093
R0016522,S001777,C00123,T00166,39.0,50.0,78.0,B,Pass,8,Quiz,Excellent,2026-08-08 12:43:09.093
R0016523,S001072,C00092,T00062,18.0,20.0,90.0,A+,Pass,2,Assignment,Average Performance,2026-08-08 12:43:09.093
R0016524,S000533,C00072,T00015,16.0,30.0,53.33,D,Pass,6,Final,,2026-08-08 12:43:09.093
R0016525,S000619,C00079,T00251,8.0,20.0,40.0,F,Fail,4,Mid,Needs Improvement,2026-08-08 12:43:09.093
R0016526,S000412,C00117,T00041,17.0,20.0,85.0,A,Pass,1,Quiz,,2026-08-08 12:43:09.093
R0016527,S000723,C00008,T00063,14.0,30.0,46.67,F,Fail,5,Assignment,Average Performance,2026-08-08 12:43:09.093
R0016528,S001689,C00086,T00172,43.0,50.0,86.0,A,Pass,7,Assignment,Needs Improvement,2026-08-08 12:43:09.093
R0016529,S001095,C00123,T00166,12.0,30.0,40.0,F,Fail,8,Quiz,,2026-08-08 12:43:09.093
R0016530,S001420,C00142,T00030,10.0,20.0,50.0,D,Pass,3,Assignment,Needs Improvement,2026-08-08 12:43:09.093
R0016531,S000077,C00127,T00246,7.0,20.0,35.0,F,Fail,1,Final,,2026-08-08 12:43:09.093
R0016532,S001399,C00033,T00139,8.0,20.0,40.0,F,Fail,8,Quiz,Excellent,2026-08-08 12:43:09.093
R0016533,S001794,C00030,T00118,76.0,100.0,76.0,B,Pass,6,Mid,,2026-08-08 12:43:09.093
R0016534,S001825,C00130,T00218,34.0,50.0,68.0,C,Pass,8,Mid,,2026-08-08 12:43:09.093
R0016535,S000495,C00135,T00280,24.0,50.0,48.0,F,Fail,1,Final,Needs Improvement,2026-08-08 12:43:09.093
R0016536,S000502,C00028,T00230,15.0,50.0,30.0,F,Fail,4,Quiz,Needs Improvement,2026-08-08 12:43:09.093
R0016537,S001198,C00025,T00004,14.0,50.0,28.0,F,Fail,6,Mid,,2026-08-08 12:43:09.093
